date,year,month,month_name,day,weekday,weekday_name,is_weekday,total_traffic_volume,avg_traffic_volume,min_traffic_volume,max_traffic_volume,record_count
2013-08-29,2013,8,Aug,29,3,Thursday,1,63247,4517.64,643,7023,14
2013-08-30,2013,8,Aug,30,4,Friday,1,115037,4108.46,377,6601,28
2013-08-31,2013,8,Aug,31,5,Saturday,0,1321,1321.0,1321,1321,1
2013-09-01,2013,9,Sep,1,6,Sunday,0,1712,1712.0,1712,1712,1
2013-09-02,2013,9,Sep,2,0,Monday,1,53637,2438.05,259,4454,22
2013-09-03,2013,9,Sep,3,1,Tuesday,1,1462,365.5,223,573,4
2013-09-04,2013,9,Sep,4,2,Wednesday,1,70067,4671.13,2027,6455,15
2013-09-05,2013,9,Sep,5,3,Thursday,1,54318,3621.2,292,6276,15
2013-09-06,2013,9,Sep,6,4,Friday,1,57090,3806.0,306,6535,15
2013-09-07,2013,9,Sep,7,5,Saturday,0,17331,1925.67,433,3792,9
2013-09-08,2013,9,Sep,8,6,Sunday,0,37779,3148.25,553,4326,12
2013-09-09,2013,9,Sep,9,0,Monday,1,128138,4133.48,284,6641,31
2013-09-10,2013,9,Sep,10,1,Tuesday,1,63195,3717.35,252,6400,17
2013-09-11,2013,9,Sep,11,2,Wednesday,1,71634,3979.67,286,6640,18
2013-09-12,2013,9,Sep,12,3,Thursday,1,17652,2942.0,282,5687,6
2013-09-13,2013,9,Sep,13,4,Friday,1,67463,3968.41,358,6435,17
2013-09-14,2013,9,Sep,14,5,Saturday,0,68420,2850.83,574,4782,24
2013-09-15,2013,9,Sep,15,6,Sunday,0,46871,1952.96,289,4523,24
2013-09-16,2013,9,Sep,16,0,Monday,1,43499,2899.93,237,6158,15
2013-09-17,2013,9,Sep,17,1,Tuesday,1,66667,3030.32,233,6605,22
2013-09-18,2013,9,Sep,18,2,Wednesday,1,77737,3379.87,331,6807,23
2013-09-19,2013,9,Sep,19,3,Thursday,1,62243,3661.35,260,6720,17
2013-09-20,2013,9,Sep,20,4,Friday,1,54638,3642.53,312,6055,15
2013-09-21,2013,9,Sep,21,5,Saturday,0,21146,2114.6,416,4042,10
2013-09-22,2013,9,Sep,22,6,Sunday,0,31499,2863.55,663,4883,11
2013-09-23,2013,9,Sep,23,0,Monday,1,24324,3474.86,261,6679,7
2013-09-24,2013,9,Sep,24,1,Tuesday,1,45905,3825.42,376,6069,12
2013-09-25,2013,9,Sep,25,2,Wednesday,1,61857,3638.65,241,6000,17
2013-09-26,2013,9,Sep,26,3,Thursday,1,86679,3939.95,270,6709,22
2013-09-27,2013,9,Sep,27,4,Friday,1,84531,3842.32,315,6637,22
2013-09-28,2013,9,Sep,28,5,Saturday,0,70059,3184.5,432,5208,22
2013-09-29,2013,9,Sep,29,6,Sunday,0,57041,2592.77,329,4794,22
2013-09-30,2013,9,Sep,30,0,Monday,1,29001,2636.45,270,6469,11
2013-10-01,2013,10,Oct,1,1,Tuesday,1,3969,1984.5,1299,2670,2
2013-10-02,2013,10,Oct,2,2,Wednesday,1,2697,899.0,899,899,3
2013-10-03,2013,10,Oct,3,3,Thursday,1,104606,4184.24,273,6529,25
2013-10-04,2013,10,Oct,4,4,Friday,1,81494,3880.67,343,6680,21
2013-10-05,2013,10,Oct,5,5,Saturday,0,88905,2778.28,373,5739,32
2013-10-06,2013,10,Oct,6,6,Sunday,0,119370,3315.83,344,6645,36
2013-10-07,2013,10,Oct,7,0,Monday,1,55357,3459.81,227,6527,16
2013-10-08,2013,10,Oct,8,1,Tuesday,1,48371,4030.92,213,6795,12
2013-10-09,2013,10,Oct,9,2,Wednesday,1,90305,3762.71,272,6709,24
2013-10-10,2013,10,Oct,10,3,Thursday,1,93963,3915.12,271,6668,24
2013-10-11,2013,10,Oct,11,4,Friday,1,68304,3794.67,316,6775,18
2013-10-12,2013,10,Oct,12,5,Saturday,0,48257,3446.93,418,5463,14
2013-10-13,2013,10,Oct,13,6,Sunday,0,23723,2635.89,351,5353,9
2013-10-14,2013,10,Oct,14,0,Monday,1,43799,3369.15,291,5737,13
2013-10-15,2013,10,Oct,15,1,Tuesday,1,111309,3710.3,340,6237,30
2013-10-16,2013,10,Oct,16,2,Wednesday,1,55965,3997.5,268,6344,14
2013-10-17,2013,10,Oct,17,3,Thursday,1,93137,3880.71,344,6659,24
2013-10-18,2013,10,Oct,18,4,Friday,1,79482,3057.0,341,6277,26
2013-10-19,2013,10,Oct,19,5,Saturday,0,56258,2960.95,393,5508,19
2013-10-20,2013,10,Oct,20,6,Sunday,0,54410,3022.78,394,4655,18
2013-10-21,2013,10,Oct,21,0,Monday,1,64749,4316.6,1018,6827,15
2013-10-22,2013,10,Oct,22,1,Tuesday,1,37468,3406.18,251,6876,11
2013-10-23,2013,10,Oct,23,2,Wednesday,1,47005,4273.18,1041,6922,11
2013-10-24,2013,10,Oct,24,3,Thursday,1,29914,4985.67,1400,7094,6
2013-10-25,2013,10,Oct,25,4,Friday,1,44790,4479.0,2088,6771,10
2013-10-26,2013,10,Oct,26,5,Saturday,0,34118,4264.75,2555,6116,8
2013-10-27,2013,10,Oct,27,6,Sunday,0,822,822.0,822,822,1
2013-11-06,2013,11,Nov,6,2,Wednesday,1,74278,4126.56,859,6934,18
2013-11-07,2013,11,Nov,7,3,Thursday,1,72164,3798.11,263,7110,19
2013-11-08,2013,11,Nov,8,4,Friday,1,88867,3863.78,317,6703,23
2013-11-09,2013,11,Nov,9,5,Saturday,0,66151,2876.13,373,4537,23
2013-11-10,2013,11,Nov,10,6,Sunday,0,53910,2246.25,260,4319,24
2013-11-11,2013,11,Nov,11,0,Monday,1,73855,3211.09,215,6170,23
2013-11-12,2013,11,Nov,12,1,Tuesday,1,88743,3697.62,206,6874,24
2013-11-13,2013,11,Nov,13,2,Wednesday,1,91934,3830.58,259,7020,24
2013-11-14,2013,11,Nov,14,3,Thursday,1,85991,3738.74,255,6866,23
2013-11-15,2013,11,Nov,15,4,Friday,1,108368,4168.0,315,6789,26
2013-11-16,2013,11,Nov,16,5,Saturday,0,107197,3152.85,387,4592,34
2013-11-17,2013,11,Nov,17,6,Sunday,0,52480,2186.67,289,4351,24
2013-11-18,2013,11,Nov,18,0,Monday,1,67409,3209.95,249,6964,21
2013-11-19,2013,11,Nov,19,1,Tuesday,1,88591,3691.29,208,7015,24
2013-11-20,2013,11,Nov,20,2,Wednesday,1,95608,3677.23,262,7107,26
2013-11-21,2013,11,Nov,21,3,Thursday,1,100484,3864.77,289,6485,26
2013-11-22,2013,11,Nov,22,4,Friday,1,95120,3963.33,332,6641,24
2013-11-23,2013,11,Nov,23,5,Saturday,0,66586,2774.42,362,5311,24
2013-11-24,2013,11,Nov,24,6,Sunday,0,53237,2218.21,292,4148,24
2013-11-25,2013,11,Nov,25,0,Monday,1,68181,3246.71,232,6492,21
2013-11-26,2013,11,Nov,26,1,Tuesday,1,81193,3866.33,251,6891,21
2013-11-27,2013,11,Nov,27,2,Wednesday,1,90489,3770.38,292,6366,24
2013-11-28,2013,11,Nov,28,3,Thursday,1,48235,2097.17,264,3649,23
2013-11-29,2013,11,Nov,29,4,Friday,1,63000,2739.13,319,4742,23
2013-11-30,2013,11,Nov,30,5,Saturday,0,64690,2695.42,341,4846,24
2013-12-01,2013,12,Dec,1,6,Sunday,0,60225,2509.38,296,4963,24
2013-12-02,2013,12,Dec,2,0,Monday,1,175253,3576.59,243,6277,49
2013-12-03,2013,12,Dec,3,1,Tuesday,1,221122,3948.61,272,6118,56
2013-12-04,2013,12,Dec,4,2,Wednesday,1,148693,3097.77,275,4540,48
2013-12-05,2013,12,Dec,5,3,Thursday,1,78814,3582.45,273,5792,22
2013-12-06,2013,12,Dec,6,4,Friday,1,87986,3666.08,305,6058,24
2013-12-07,2013,12,Dec,7,5,Saturday,0,58272,2648.73,317,4893,22
2013-12-08,2013,12,Dec,8,6,Sunday,0,76042,2001.11,271,3453,38
2013-12-09,2013,12,Dec,9,0,Monday,1,68186,2622.54,231,5808,26
2013-12-10,2013,12,Dec,10,1,Tuesday,1,90668,3238.14,257,6014,28
2013-12-11,2013,12,Dec,11,2,Wednesday,1,71202,3390.57,292,6274,21
2013-12-12,2013,12,Dec,12,3,Thursday,1,86391,3599.62,256,6094,24
2013-12-13,2013,12,Dec,13,4,Friday,1,93319,3589.19,296,6314,26
2013-12-14,2013,12,Dec,14,5,Saturday,0,70528,2432.0,365,4825,29
2013-12-15,2013,12,Dec,15,6,Sunday,0,54446,2268.58,270,4322,24
2013-12-16,2013,12,Dec,16,0,Monday,1,79055,3040.58,231,5626,26
2013-12-17,2013,12,Dec,17,1,Tuesday,1,82009,3565.61,286,5895,23
2013-12-18,2013,12,Dec,18,2,Wednesday,1,81064,3684.73,341,6236,22
2013-12-19,2013,12,Dec,19,3,Thursday,1,87553,3502.12,288,6310,25
2013-12-20,2013,12,Dec,20,4,Friday,1,81534,3019.78,364,5906,27
2013-12-21,2013,12,Dec,21,5,Saturday,0,60997,2652.04,336,4751,23
2013-12-22,2013,12,Dec,22,6,Sunday,0,44099,2004.5,272,3846,22
2013-12-23,2013,12,Dec,23,0,Monday,1,76444,2730.14,278,5294,28
2013-12-24,2013,12,Dec,24,1,Tuesday,1,67166,2166.65,258,4324,31
2013-12-25,2013,12,Dec,25,2,Wednesday,1,48884,1527.62,164,2735,32
2013-12-26,2013,12,Dec,26,3,Thursday,1,72800,2912.0,247,5135,25
2013-12-27,2013,12,Dec,27,4,Friday,1,70068,2694.92,308,5785,26
2013-12-28,2013,12,Dec,28,5,Saturday,0,72683,2076.66,323,4451,35
2013-12-29,2013,12,Dec,29,6,Sunday,0,47730,1988.75,300,3769,24
2013-12-30,2013,12,Dec,30,0,Monday,1,79199,2828.54,256,4855,28
2013-12-31,2013,12,Dec,31,1,Tuesday,1,69799,3034.74,288,5241,23
2014-01-01,2014,1,Jan,1,2,Wednesday,1,36024,1637.45,329,2920,22
2014-01-02,2014,1,Jan,2,3,Thursday,1,72633,3301.5,213,5654,22
2014-01-03,2014,1,Jan,3,4,Friday,1,119120,3970.67,285,5923,30
2014-01-04,2014,1,Jan,4,5,Saturday,0,56949,2277.96,318,4412,25
2014-01-05,2014,1,Jan,5,6,Sunday,0,37800,1643.48,232,3230,23
2014-01-06,2014,1,Jan,6,0,Monday,1,52177,2268.57,193,4471,23
2014-01-07,2014,1,Jan,7,1,Tuesday,1,66643,3029.23,209,5761,22
2014-01-08,2014,1,Jan,8,2,Wednesday,1,75588,3286.43,236,6280,23
2014-01-09,2014,1,Jan,9,3,Thursday,1,86346,3754.17,311,6421,23
2014-01-10,2014,1,Jan,10,4,Friday,1,89969,3332.19,287,6235,27
2014-01-11,2014,1,Jan,11,5,Saturday,0,65216,2835.48,365,4706,23
2014-01-12,2014,1,Jan,12,6,Sunday,0,47450,2063.04,261,4151,23
2014-01-13,2014,1,Jan,13,0,Monday,1,81804,3146.31,210,6276,26
2014-01-14,2014,1,Jan,14,1,Tuesday,1,102871,2780.3,242,5725,37
2014-01-15,2014,1,Jan,15,2,Wednesday,1,99185,3542.32,305,6252,28
2014-01-16,2014,1,Jan,16,3,Thursday,1,108102,3487.16,271,6413,31
2014-01-17,2014,1,Jan,17,4,Friday,1,91716,3821.5,306,6430,24
2014-01-18,2014,1,Jan,18,5,Saturday,0,61389,2557.88,389,4434,24
2014-01-19,2014,1,Jan,19,6,Sunday,0,53234,2314.52,286,4410,23
2014-01-20,2014,1,Jan,20,0,Monday,1,64242,2793.13,251,4687,23
2014-01-21,2014,1,Jan,21,1,Tuesday,1,79659,3319.12,222,6322,24
2014-01-22,2014,1,Jan,22,2,Wednesday,1,89696,3092.97,271,6427,29
2014-01-23,2014,1,Jan,23,3,Thursday,1,72270,3285.0,244,5953,22
2014-01-24,2014,1,Jan,24,4,Friday,1,99495,3430.86,279,6398,29
2014-01-25,2014,1,Jan,25,5,Saturday,0,74074,2743.48,369,4762,27
2014-01-26,2014,1,Jan,26,6,Sunday,0,50757,1492.85,303,3701,34
2014-01-27,2014,1,Jan,27,0,Monday,1,63308,2637.83,195,5028,24
2014-01-28,2014,1,Jan,28,1,Tuesday,1,75692,3153.83,194,5958,24
2014-01-29,2014,1,Jan,29,2,Wednesday,1,82841,3451.71,233,6285,24
2014-01-30,2014,1,Jan,30,3,Thursday,1,62392,2599.67,268,4730,24
2014-01-31,2014,1,Jan,31,4,Friday,1,87330,3638.75,313,5979,24
2014-02-01,2014,2,Feb,1,5,Saturday,0,68462,2852.58,347,4933,24
2014-02-02,2014,2,Feb,2,6,Sunday,0,50186,2091.08,284,4295,24
2014-02-03,2014,2,Feb,3,0,Monday,1,80300,3345.83,230,6136,24
2014-02-04,2014,2,Feb,4,1,Tuesday,1,85386,3557.75,234,6404,24
2014-02-05,2014,2,Feb,5,2,Wednesday,1,83496,3479.0,227,6415,24
2014-02-06,2014,2,Feb,6,3,Thursday,1,86518,3604.92,245,6498,24
2014-02-07,2014,2,Feb,7,4,Friday,1,89072,3711.33,308,6208,24
2014-02-08,2014,2,Feb,8,5,Saturday,0,66062,2752.58,343,4694,24
2014-02-09,2014,2,Feb,9,6,Sunday,0,54818,2284.08,264,4117,24
2014-02-10,2014,2,Feb,10,0,Monday,1,81015,3375.62,298,6403,24
2014-02-11,2014,2,Feb,11,1,Tuesday,1,81675,3403.12,212,6431,24
2014-02-12,2014,2,Feb,12,2,Wednesday,1,83492,3478.83,246,6650,24
2014-02-13,2014,2,Feb,13,3,Thursday,1,85971,3582.12,231,6404,24
2014-02-14,2014,2,Feb,14,4,Friday,1,92572,3857.17,295,6403,24
2014-02-15,2014,2,Feb,15,5,Saturday,0,60233,2509.71,334,4213,24
2014-02-16,2014,2,Feb,16,6,Sunday,0,53786,2241.08,252,4354,24
2014-02-17,2014,2,Feb,17,0,Monday,1,59325,2471.88,245,4527,24
2014-02-18,2014,2,Feb,18,1,Tuesday,1,85738,3572.42,269,6395,24
2014-02-19,2014,2,Feb,19,2,Wednesday,1,87903,3662.62,259,6660,24
2014-02-20,2014,2,Feb,20,3,Thursday,1,66920,2788.33,279,6132,24
2014-02-21,2014,2,Feb,21,4,Friday,1,46632,1943.0,218,3560,24
2014-02-22,2014,2,Feb,22,5,Saturday,0,52612,2192.17,300,3651,24
2014-02-23,2014,2,Feb,23,6,Sunday,0,50970,2123.75,290,3888,24
2014-02-24,2014,2,Feb,24,0,Monday,1,77049,3210.38,231,5983,24
2014-02-25,2014,2,Feb,25,1,Tuesday,1,82278,3047.33,244,6326,27
2014-02-26,2014,2,Feb,26,2,Wednesday,1,80697,3362.38,232,6027,24
2014-02-27,2014,2,Feb,27,3,Thursday,1,83957,3498.21,269,6224,24
2014-02-28,2014,2,Feb,28,4,Friday,1,88188,3674.5,290,6308,24
2014-03-01,2014,3,Mar,1,5,Saturday,0,65561,2731.71,364,4731,24
2014-03-02,2014,3,Mar,2,6,Sunday,0,53092,2212.17,257,4122,24
2014-03-03,2014,3,Mar,3,0,Monday,1,81978,3415.75,263,6158,24
2014-03-04,2014,3,Mar,4,1,Tuesday,1,57001,3000.05,237,5464,19
2014-03-05,2014,3,Mar,5,2,Wednesday,1,86227,3592.79,211,6350,24
2014-03-06,2014,3,Mar,6,3,Thursday,1,89294,3720.58,249,6541,24
2014-03-07,2014,3,Mar,7,4,Friday,1,90613,3775.54,315,6644,24
2014-03-08,2014,3,Mar,8,5,Saturday,0,77564,3231.83,433,5458,24
2014-03-09,2014,3,Mar,9,6,Sunday,0,61644,2680.17,433,4850,23
2014-03-10,2014,3,Mar,10,0,Monday,1,84077,3503.21,302,6260,24
2014-03-11,2014,3,Mar,11,1,Tuesday,1,87014,3625.58,278,6418,24
2014-03-12,2014,3,Mar,12,2,Wednesday,1,88496,3687.33,237,6462,24
2014-03-13,2014,3,Mar,13,3,Thursday,1,90143,3755.96,241,6598,24
2014-03-14,2014,3,Mar,14,4,Friday,1,89813,3742.21,303,6316,24
2014-03-15,2014,3,Mar,15,5,Saturday,0,70963,2956.79,355,4893,24
2014-03-16,2014,3,Mar,16,6,Sunday,0,57244,2385.17,294,4429,24
2014-03-17,2014,3,Mar,17,0,Monday,1,79298,3304.08,218,6306,24
2014-03-18,2014,3,Mar,18,1,Tuesday,1,83899,3495.79,290,6309,24
2014-03-19,2014,3,Mar,19,2,Wednesday,1,81112,3379.67,289,6140,24
2014-03-20,2014,3,Mar,20,3,Thursday,1,88782,3699.25,237,6585,24
2014-03-21,2014,3,Mar,21,4,Friday,1,88042,3668.42,300,6290,24
2014-03-22,2014,3,Mar,22,5,Saturday,0,68730,2863.75,373,6016,24
2014-03-23,2014,3,Mar,23,6,Sunday,0,54755,2281.46,283,4587,24
2014-03-24,2014,3,Mar,24,0,Monday,1,80550,3356.25,212,6529,24
2014-03-25,2014,3,Mar,25,1,Tuesday,1,86340,3597.5,219,6538,24
2014-03-26,2014,3,Mar,26,2,Wednesday,1,90279,3761.62,240,6641,24
2014-03-27,2014,3,Mar,27,3,Thursday,1,85336,3555.67,237,6218,24
2014-03-28,2014,3,Mar,28,4,Friday,1,91802,3825.08,286,6421,24
2014-03-29,2014,3,Mar,29,5,Saturday,0,72127,3005.29,372,5225,24
2014-03-30,2014,3,Mar,30,6,Sunday,0,59241,2468.38,292,4652,24
2014-03-31,2014,3,Mar,31,0,Monday,1,82272,3428.0,359,6318,24
2014-04-01,2014,4,Apr,1,1,Tuesday,1,83719,3488.29,233,6397,24
2014-04-02,2014,4,Apr,2,2,Wednesday,1,82965,3607.17,269,6641,23
2014-04-03,2014,4,Apr,3,3,Thursday,1,81216,3384.0,260,6421,24
2014-04-04,2014,4,Apr,4,4,Friday,1,69331,2888.79,305,5663,24
2014-04-05,2014,4,Apr,5,5,Saturday,0,70879,2953.29,363,4949,24
2014-04-06,2014,4,Apr,6,6,Sunday,0,56742,2364.25,297,4522,24
2014-04-07,2014,4,Apr,7,0,Monday,1,86471,3602.96,242,6590,24
2014-04-08,2014,4,Apr,8,1,Tuesday,1,91489,3812.04,231,6816,24
2014-04-09,2014,4,Apr,9,2,Wednesday,1,91949,3831.21,277,6972,24
2014-04-10,2014,4,Apr,10,3,Thursday,1,94108,3921.17,265,6699,24
2014-04-11,2014,4,Apr,11,4,Friday,1,94791,3949.62,306,6719,24
2014-04-12,2014,4,Apr,12,5,Saturday,0,71400,2975.0,385,5322,24
2014-04-13,2014,4,Apr,13,6,Sunday,0,58703,2445.96,278,4388,24
2014-04-14,2014,4,Apr,14,0,Monday,1,85054,3543.92,254,6794,24
2014-04-15,2014,4,Apr,15,1,Tuesday,1,90572,3773.83,243,6877,24
2014-04-16,2014,4,Apr,16,2,Wednesday,1,85369,3557.04,261,6948,24
2014-04-17,2014,4,Apr,17,3,Thursday,1,88243,3676.79,245,6482,24
2014-04-18,2014,4,Apr,18,4,Friday,1,89325,3721.88,328,6022,24
2014-04-19,2014,4,Apr,19,5,Saturday,0,64638,2693.25,330,4496,24
2014-04-20,2014,4,Apr,20,6,Sunday,0,52817,2400.77,235,4492,22
2014-04-21,2014,4,Apr,21,0,Monday,1,101737,3912.96,255,6557,26
2014-04-22,2014,4,Apr,22,1,Tuesday,1,89206,3716.92,232,6816,24
2014-04-23,2014,4,Apr,23,2,Wednesday,1,88077,3669.88,248,6943,24
2014-04-24,2014,4,Apr,24,3,Thursday,1,91011,3792.12,269,6747,24
2014-04-25,2014,4,Apr,25,4,Friday,1,93553,3898.04,349,6349,24
2014-04-26,2014,4,Apr,26,5,Saturday,0,49741,2072.54,226,3787,24
2014-04-27,2014,4,Apr,27,6,Sunday,0,46205,1925.21,237,3667,24
2014-04-28,2014,4,Apr,28,0,Monday,1,83114,3463.08,206,6438,24
2014-04-29,2014,4,Apr,29,1,Tuesday,1,22604,2511.56,255,6203,9
2014-05-04,2014,5,May,4,6,Sunday,0,58558,3082.0,531,4721,19
2014-05-05,2014,5,May,5,0,Monday,1,87353,3639.71,241,6796,24
2014-05-06,2014,5,May,6,1,Tuesday,1,72473,3451.1,250,6493,21
2014-05-07,2014,5,May,7,2,Wednesday,1,90560,3773.33,317,7070,24
2014-05-08,2014,5,May,8,3,Thursday,1,217673,3887.02,258,6174,56
2014-05-09,2014,5,May,9,4,Friday,1,96930,3590.0,306,6540,27
2014-05-10,2014,5,May,10,5,Saturday,0,83877,2892.31,385,5039,29
2014-05-11,2014,5,May,11,6,Sunday,0,69154,2095.58,265,4538,33
2014-05-12,2014,5,May,12,0,Monday,1,148025,3524.4,260,6676,42
2014-05-13,2014,5,May,13,1,Tuesday,1,93426,3737.04,265,6908,25
2014-05-14,2014,5,May,14,2,Wednesday,1,93796,3908.17,313,6825,24
2014-05-15,2014,5,May,15,3,Thursday,1,95087,3961.96,289,6875,24
2014-05-16,2014,5,May,16,4,Friday,1,95585,3982.71,386,6503,24
2014-05-17,2014,5,May,17,5,Saturday,0,76034,3168.08,387,5308,24
2014-05-18,2014,5,May,18,6,Sunday,0,65576,2732.33,357,5064,24
2014-05-19,2014,5,May,19,0,Monday,1,180373,3681.08,295,6344,49
2014-05-20,2014,5,May,20,1,Tuesday,1,168334,3825.77,255,6885,44
2014-05-21,2014,5,May,21,2,Wednesday,1,90312,3763.0,370,6701,24
2014-05-22,2014,5,May,22,3,Thursday,1,91493,3812.21,304,6547,24
2014-05-23,2014,5,May,23,4,Friday,1,89096,3712.33,302,6165,24
2014-05-24,2014,5,May,24,5,Saturday,0,62351,2597.96,360,4198,24
2014-05-25,2014,5,May,25,6,Sunday,0,52548,2189.5,299,3813,24
2014-05-26,2014,5,May,26,0,Monday,1,50348,2097.83,268,3783,24
2014-05-27,2014,5,May,27,1,Tuesday,1,85150,3547.92,245,6537,24
2014-05-28,2014,5,May,28,2,Wednesday,1,90920,3788.33,281,6868,24
2014-05-29,2014,5,May,29,3,Thursday,1,92581,3857.54,287,6685,24
2014-05-30,2014,5,May,30,4,Friday,1,93700,3904.17,330,6653,24
2014-05-31,2014,5,May,31,5,Saturday,0,76518,3060.72,452,5219,25
2014-06-01,2014,6,Jun,1,6,Sunday,0,73499,2099.97,362,4736,35
2014-06-02,2014,6,Jun,2,0,Monday,1,110874,3079.83,292,6443,36
2014-06-03,2014,6,Jun,3,1,Tuesday,1,75884,3613.52,304,6729,21
2014-06-04,2014,6,Jun,4,2,Wednesday,1,71220,3561.0,359,6888,20
2014-06-05,2014,6,Jun,5,3,Thursday,1,94586,3783.44,343,6436,25
2014-06-06,2014,6,Jun,6,4,Friday,1,120335,3881.77,313,6517,31
2014-06-07,2014,6,Jun,7,5,Saturday,0,129780,3244.5,475,5631,40
2014-06-08,2014,6,Jun,8,6,Sunday,0,77740,2507.74,374,5294,31
2014-06-09,2014,6,Jun,9,0,Monday,1,86867,3619.46,315,6735,24
2014-06-10,2014,6,Jun,10,1,Tuesday,1,36306,2792.77,261,6567,13
2014-06-11,2014,6,Jun,11,2,Wednesday,1,32758,3639.78,284,6911,9
2014-06-12,2014,6,Jun,12,3,Thursday,1,18943,3157.17,423,5859,6
2014-06-13,2014,6,Jun,13,4,Friday,1,22282,3713.67,414,5554,6
2014-06-14,2014,6,Jun,14,5,Saturday,0,19055,2722.14,464,4518,7
2014-06-15,2014,6,Jun,15,6,Sunday,0,27367,1824.47,459,4109,15
2014-06-16,2014,6,Jun,16,0,Monday,1,5431,2715.5,444,4987,2
2014-06-17,2014,6,Jun,17,1,Tuesday,1,6252,3126.0,1180,5072,2
2014-06-18,2014,6,Jun,18,2,Wednesday,1,25158,4193.0,2037,6327,6
2014-06-19,2014,6,Jun,19,3,Thursday,1,30180,4311.43,443,5956,7
2014-06-20,2014,6,Jun,20,4,Friday,1,27997,4666.17,2755,6603,6
2014-06-21,2014,6,Jun,21,5,Saturday,0,10676,3558.67,2412,4212,3
2014-06-22,2014,6,Jun,22,6,Sunday,0,5892,1964.0,658,2753,3
2014-06-23,2014,6,Jun,23,0,Monday,1,32935,5489.17,4447,6405,6
2014-06-24,2014,6,Jun,24,1,Tuesday,1,13897,3474.25,1922,5394,4
2014-06-25,2014,6,Jun,25,2,Wednesday,1,17897,4474.25,2071,6605,4
2014-06-26,2014,6,Jun,26,3,Thursday,1,28058,3507.25,379,6674,8
2014-06-27,2014,6,Jun,27,4,Friday,1,13761,4587.0,3375,5703,3
2014-06-28,2014,6,Jun,28,5,Saturday,0,22147,3163.86,1474,3628,7
2014-06-29,2014,6,Jun,29,6,Sunday,0,12616,2523.2,356,4853,5
2014-06-30,2014,6,Jun,30,0,Monday,1,5969,2984.5,2764,3205,2
2014-07-01,2014,7,Jul,1,1,Tuesday,1,48100,4008.33,1194,6701,12
2014-07-02,2014,7,Jul,2,2,Wednesday,1,68106,3095.73,312,6617,22
2014-07-03,2014,7,Jul,3,3,Thursday,1,41582,5197.75,1927,6301,8
2014-07-04,2014,7,Jul,4,4,Friday,1,50310,2515.5,382,3654,20
2014-07-05,2014,7,Jul,5,5,Saturday,0,55557,2645.57,319,4027,21
2014-07-06,2014,7,Jul,6,6,Sunday,0,65027,2032.09,313,4178,32
2014-07-07,2014,7,Jul,7,0,Monday,1,94617,3504.33,345,6557,27
2014-07-08,2014,7,Jul,8,1,Tuesday,1,85957,3737.26,318,6705,23
2014-07-09,2014,7,Jul,9,2,Wednesday,1,94018,3917.42,304,6817,24
2014-07-10,2014,7,Jul,10,3,Thursday,1,94179,3924.12,404,6766,24
2014-07-11,2014,7,Jul,11,4,Friday,1,136787,3908.2,434,6558,35
2014-07-12,2014,7,Jul,12,5,Saturday,0,110125,2976.35,487,4578,37
2014-07-13,2014,7,Jul,13,6,Sunday,0,62566,2606.92,353,4833,24
2014-07-14,2014,7,Jul,14,0,Monday,1,81142,3527.91,333,6763,23
2014-07-15,2014,7,Jul,15,1,Tuesday,1,92054,3835.58,336,7090,24
2014-07-16,2014,7,Jul,16,2,Wednesday,1,92698,3862.42,350,6852,24
2014-07-17,2014,7,Jul,17,3,Thursday,1,94058,3919.08,333,6665,24
2014-07-18,2014,7,Jul,18,4,Friday,1,93774,3907.25,381,6338,24
2014-07-19,2014,7,Jul,19,5,Saturday,0,71937,2997.38,498,4946,24
2014-07-20,2014,7,Jul,20,6,Sunday,0,63109,2629.54,384,4682,24
2014-07-21,2014,7,Jul,21,0,Monday,1,88933,3705.54,380,6741,24
2014-07-22,2014,7,Jul,22,1,Tuesday,1,91466,3811.08,334,6865,24
2014-07-23,2014,7,Jul,23,2,Wednesday,1,93388,3891.17,341,6609,24
2014-07-24,2014,7,Jul,24,3,Thursday,1,1558,519.33,349,698,3
2014-07-25,2014,7,Jul,25,4,Friday,1,109962,3791.79,430,6571,29
2014-07-26,2014,7,Jul,26,5,Saturday,0,70434,2934.75,460,4798,24
2014-07-27,2014,7,Jul,27,6,Sunday,0,40102,2506.38,376,4468,16
2014-07-30,2014,7,Jul,30,2,Wednesday,1,70935,4729.0,1330,6537,15
2014-07-31,2014,7,Jul,31,3,Thursday,1,96634,4201.48,330,6739,23
2014-08-01,2014,8,Aug,1,4,Friday,1,94181,4094.83,380,6479,23
2014-08-02,2014,8,Aug,2,5,Saturday,0,7288,1041.14,736,1372,7
2014-08-03,2014,8,Aug,3,6,Sunday,0,48703,3746.38,1195,4741,13
2014-08-04,2014,8,Aug,4,0,Monday,1,94066,4275.73,479,6596,22
2014-08-05,2014,8,Aug,5,1,Tuesday,1,94742,3643.92,346,6886,26
2014-08-06,2014,8,Aug,6,2,Wednesday,1,111397,3841.28,359,6688,29
2014-08-07,2014,8,Aug,7,3,Thursday,1,46637,3331.21,381,6731,14
2014-08-08,2014,8,Aug,8,4,Friday,1,1364,682.0,516,848,2
2015-06-11,2015,6,Jun,11,3,Thursday,1,2886,2886.0,2886,2886,1
2015-06-12,2015,6,Jun,12,4,Friday,1,10774,3591.33,3095,4380,3
