date_time,date,year,month,month_name,day,hour,weekday,weekday_name,is_weekday,is_rush,temp_celsius,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,volume_bucket
2014-03-21 21:00:00,2014-03-21,2014,3,Mar,21,21,4,Friday,1,0,-0.48,272.67,0.0,0.0,90,Clouds,overcast clouds,3761,Moderate (2000-4999)
2014-03-21 22:00:00,2014-03-21,2014,3,Mar,21,22,4,Friday,1,0,-1.72,271.43,0.0,0.0,90,Clouds,overcast clouds,2474,Moderate (2000-4999)
2014-03-21 23:00:00,2014-03-21,2014,3,Mar,21,23,4,Friday,1,0,-2.93,270.22,0.0,0.0,90,Clouds,overcast clouds,1742,Low (<2000)
2014-03-22 00:00:00,2014-03-22,2014,3,Mar,22,0,5,Saturday,0,0,-5.27,267.88,0.0,0.0,90,Clouds,overcast clouds,992,Low (<2000)
2014-03-22 01:00:00,2014-03-22,2014,3,Mar,22,1,5,Saturday,0,0,-6.97,266.18,0.0,0.0,90,Clouds,overcast clouds,667,Low (<2000)
2014-03-22 02:00:00,2014-03-22,2014,3,Mar,22,2,5,Saturday,0,0,-8.82,264.33,0.0,0.0,20,Clouds,few clouds,534,Low (<2000)
2014-03-22 03:00:00,2014-03-22,2014,3,Mar,22,3,5,Saturday,0,0,-9.96,263.19,0.0,0.0,1,Clear,sky is clear,389,Low (<2000)
2014-03-22 04:00:00,2014-03-22,2014,3,Mar,22,4,5,Saturday,0,0,-10.87,262.28,0.0,0.0,1,Clear,sky is clear,373,Low (<2000)
2014-03-22 05:00:00,2014-03-22,2014,3,Mar,22,5,5,Saturday,0,0,-11.64,261.51,0.0,0.0,1,Clear,sky is clear,697,Low (<2000)
2014-03-22 06:00:00,2014-03-22,2014,3,Mar,22,6,5,Saturday,0,0,-12.55,260.6,0.0,0.0,1,Clear,sky is clear,1217,Low (<2000)
2014-03-22 07:00:00,2014-03-22,2014,3,Mar,22,7,5,Saturday,0,1,-13.07,260.08,0.0,0.0,20,Clouds,few clouds,1849,Low (<2000)
2014-03-22 08:00:00,2014-03-22,2014,3,Mar,22,8,5,Saturday,0,1,-13.31,259.84,0.0,0.0,20,Clouds,few clouds,2660,Moderate (2000-4999)
2014-03-22 09:00:00,2014-03-22,2014,3,Mar,22,9,5,Saturday,0,1,-12.82,260.33,0.0,0.0,20,Clouds,few clouds,3456,Moderate (2000-4999)
2014-03-22 10:00:00,2014-03-22,2014,3,Mar,22,10,5,Saturday,0,0,-11.65,261.5,0.0,0.0,20,Clouds,few clouds,3797,Moderate (2000-4999)
2014-03-22 11:00:00,2014-03-22,2014,3,Mar,22,11,5,Saturday,0,0,-10.3,262.85,0.0,0.0,20,Clouds,few clouds,4310,Moderate (2000-4999)
2014-03-22 12:00:00,2014-03-22,2014,3,Mar,22,12,5,Saturday,0,0,-9.25,263.9,0.0,0.0,20,Clouds,few clouds,4821,Moderate (2000-4999)
2014-03-22 13:00:00,2014-03-22,2014,3,Mar,22,13,5,Saturday,0,0,-7.71,265.44,0.0,0.0,20,Clouds,few clouds,4647,Moderate (2000-4999)
2014-03-22 14:00:00,2014-03-22,2014,3,Mar,22,14,5,Saturday,0,0,-7.03,266.12,0.0,0.0,20,Clouds,few clouds,4717,Moderate (2000-4999)
2014-03-22 15:00:00,2014-03-22,2014,3,Mar,22,15,5,Saturday,0,0,-6.39,266.76,0.0,0.0,20,Clouds,few clouds,4948,Moderate (2000-4999)
2014-03-22 16:00:00,2014-03-22,2014,3,Mar,22,16,5,Saturday,0,0,-6.44,266.71,0.0,0.0,20,Clouds,few clouds,6016,Heavy (>=5000)
2014-03-22 17:00:00,2014-03-22,2014,3,Mar,22,17,5,Saturday,0,1,-6.55,266.6,0.0,0.0,40,Clouds,scattered clouds,4390,Moderate (2000-4999)
2014-03-22 18:00:00,2014-03-22,2014,3,Mar,22,18,5,Saturday,0,1,-6.73,266.42,0.0,0.0,75,Clouds,broken clouds,3951,Moderate (2000-4999)
2014-03-22 19:00:00,2014-03-22,2014,3,Mar,22,19,5,Saturday,0,1,-7.22,265.93,6.6,0.0,75,Rain,heavy intensity rain,3415,Moderate (2000-4999)
2014-03-22 20:00:00,2014-03-22,2014,3,Mar,22,20,5,Saturday,0,0,-8.32,264.83,0.0,0.0,40,Clouds,scattered clouds,2864,Moderate (2000-4999)
2014-03-22 21:00:00,2014-03-22,2014,3,Mar,22,21,5,Saturday,0,0,-8.71,264.44,0.0,0.0,20,Clouds,few clouds,2861,Moderate (2000-4999)
2014-03-22 22:00:00,2014-03-22,2014,3,Mar,22,22,5,Saturday,0,0,-9.29,263.86,0.0,0.0,20,Clouds,few clouds,3289,Moderate (2000-4999)
2014-03-22 23:00:00,2014-03-22,2014,3,Mar,22,23,5,Saturday,0,0,-9.91,263.24,0.0,0.0,1,Clear,sky is clear,1870,Low (<2000)
2014-03-23 00:00:00,2014-03-23,2014,3,Mar,23,0,6,Sunday,0,0,-10.4,262.75,0.0,0.0,1,Clear,sky is clear,1142,Low (<2000)
2014-03-23 01:00:00,2014-03-23,2014,3,Mar,23,1,6,Sunday,0,0,-10.92,262.23,0.0,0.0,1,Clear,sky is clear,730,Low (<2000)
2014-03-23 02:00:00,2014-03-23,2014,3,Mar,23,2,6,Sunday,0,0,-11.7,261.45,0.0,0.0,1,Clear,sky is clear,596,Low (<2000)
2014-03-23 03:00:00,2014-03-23,2014,3,Mar,23,3,6,Sunday,0,0,-12.28,260.87,0.0,0.0,1,Clear,sky is clear,323,Low (<2000)
2014-03-23 04:00:00,2014-03-23,2014,3,Mar,23,4,6,Sunday,0,0,-13.01,260.14,0.0,0.0,1,Clear,sky is clear,283,Low (<2000)
2014-03-23 05:00:00,2014-03-23,2014,3,Mar,23,5,6,Sunday,0,0,-13.29,259.86,0.0,0.0,1,Clear,sky is clear,435,Low (<2000)
2014-03-23 06:00:00,2014-03-23,2014,3,Mar,23,6,6,Sunday,0,0,-13.78,259.37,0.0,0.0,1,Clear,sky is clear,746,Low (<2000)
2014-03-23 07:00:00,2014-03-23,2014,3,Mar,23,7,6,Sunday,0,1,-14.1,259.05,0.0,0.0,1,Clear,sky is clear,1009,Low (<2000)
2014-03-23 08:00:00,2014-03-23,2014,3,Mar,23,8,6,Sunday,0,1,-13.23,259.92,0.0,0.0,75,Clouds,broken clouds,1582,Low (<2000)
2014-03-23 09:00:00,2014-03-23,2014,3,Mar,23,9,6,Sunday,0,1,-11.09,262.06,0.0,0.0,40,Clouds,scattered clouds,2405,Moderate (2000-4999)
2014-03-23 10:00:00,2014-03-23,2014,3,Mar,23,10,6,Sunday,0,0,-9.56,263.59,0.0,0.0,75,Clouds,broken clouds,3279,Moderate (2000-4999)
2014-03-23 11:00:00,2014-03-23,2014,3,Mar,23,11,6,Sunday,0,0,-7.99,265.16,0.0,0.0,90,Clouds,overcast clouds,3418,Moderate (2000-4999)
2014-03-23 12:00:00,2014-03-23,2014,3,Mar,23,12,6,Sunday,0,0,-6.9,266.25,0.0,0.0,90,Clouds,overcast clouds,4103,Moderate (2000-4999)
2014-03-23 13:00:00,2014-03-23,2014,3,Mar,23,13,6,Sunday,0,0,-6.09,267.06,0.0,0.0,90,Clouds,overcast clouds,4587,Moderate (2000-4999)
2014-03-23 14:00:00,2014-03-23,2014,3,Mar,23,14,6,Sunday,0,0,-5.26,267.89,0.0,0.0,90,Clouds,overcast clouds,4457,Moderate (2000-4999)
2014-03-23 15:00:00,2014-03-23,2014,3,Mar,23,15,6,Sunday,0,0,-4.65,268.5,0.0,0.0,90,Clouds,overcast clouds,4477,Moderate (2000-4999)
2014-03-23 16:00:00,2014-03-23,2014,3,Mar,23,16,6,Sunday,0,0,-4.48,268.67,0.0,0.0,90,Clouds,overcast clouds,4134,Moderate (2000-4999)
2014-03-23 17:00:00,2014-03-23,2014,3,Mar,23,17,6,Sunday,0,1,-4.16,268.99,0.0,0.0,75,Clouds,broken clouds,3857,Moderate (2000-4999)
2014-03-23 18:00:00,2014-03-23,2014,3,Mar,23,18,6,Sunday,0,1,-4.21,268.94,0.0,0.0,75,Clouds,broken clouds,3436,Moderate (2000-4999)
2014-03-23 19:00:00,2014-03-23,2014,3,Mar,23,19,6,Sunday,0,1,-4.76,268.39,0.0,0.0,75,Clouds,broken clouds,2812,Moderate (2000-4999)
2014-03-23 20:00:00,2014-03-23,2014,3,Mar,23,20,6,Sunday,0,0,-5.5,267.65,0.0,0.0,75,Clouds,broken clouds,2480,Moderate (2000-4999)
2014-03-23 21:00:00,2014-03-23,2014,3,Mar,23,21,6,Sunday,0,0,-6.55,266.6,0.0,0.0,75,Clouds,broken clouds,2079,Moderate (2000-4999)
2014-03-23 22:00:00,2014-03-23,2014,3,Mar,23,22,6,Sunday,0,0,-7.35,265.8,0.0,0.0,75,Clouds,broken clouds,1482,Low (<2000)
2014-03-23 23:00:00,2014-03-23,2014,3,Mar,23,23,6,Sunday,0,0,-7.99,265.16,0.0,0.0,20,Clouds,few clouds,903,Low (<2000)
2014-03-24 00:00:00,2014-03-24,2014,3,Mar,24,0,0,Monday,1,0,-8.51,264.64,0.0,0.0,90,Clouds,overcast clouds,442,Low (<2000)
2014-03-24 01:00:00,2014-03-24,2014,3,Mar,24,1,0,Monday,1,0,-8.87,264.28,0.0,0.0,90,Clouds,overcast clouds,303,Low (<2000)
2014-03-24 02:00:00,2014-03-24,2014,3,Mar,24,2,0,Monday,1,0,-9.45,263.7,0.0,0.0,75,Clouds,broken clouds,212,Low (<2000)
2014-03-24 03:00:00,2014-03-24,2014,3,Mar,24,3,0,Monday,1,0,-9.62,263.53,0.0,0.0,75,Clouds,broken clouds,348,Low (<2000)
2014-03-24 04:00:00,2014-03-24,2014,3,Mar,24,4,0,Monday,1,0,-9.74,263.41,0.0,0.0,20,Clouds,few clouds,795,Low (<2000)
2014-03-24 05:00:00,2014-03-24,2014,3,Mar,24,5,0,Monday,1,0,-10.3,262.85,0.0,0.0,40,Clouds,scattered clouds,2597,Moderate (2000-4999)
2014-03-24 06:00:00,2014-03-24,2014,3,Mar,24,6,0,Monday,1,0,-10.36,262.79,0.0,0.0,75,Clouds,broken clouds,5528,Heavy (>=5000)
2014-03-24 07:00:00,2014-03-24,2014,3,Mar,24,7,0,Monday,1,1,-9.5,263.65,0.0,0.0,75,Clouds,broken clouds,6529,Heavy (>=5000)
2014-03-24 08:00:00,2014-03-24,2014,3,Mar,24,8,0,Monday,1,1,-8.45,264.7,0.0,0.0,90,Clouds,overcast clouds,5609,Heavy (>=5000)
2014-03-24 09:00:00,2014-03-24,2014,3,Mar,24,9,0,Monday,1,1,-6.51,266.64,0.0,0.0,90,Clouds,overcast clouds,4705,Moderate (2000-4999)
2014-03-24 10:00:00,2014-03-24,2014,3,Mar,24,10,0,Monday,1,0,-5.43,267.72,0.25,0.0,90,Rain,light rain,3901,Moderate (2000-4999)
2014-03-24 11:00:00,2014-03-24,2014,3,Mar,24,11,0,Monday,1,0,-4.28,268.87,0.25,0.0,90,Rain,light rain,4067,Moderate (2000-4999)
2014-03-24 12:00:00,2014-03-24,2014,3,Mar,24,12,0,Monday,1,0,-2.64,270.51,0.25,0.0,90,Rain,light rain,4232,Moderate (2000-4999)
2014-03-24 13:00:00,2014-03-24,2014,3,Mar,24,13,0,Monday,1,0,-2.01,271.14,0.31,0.0,90,Rain,light rain,4481,Moderate (2000-4999)
2014-03-24 14:00:00,2014-03-24,2014,3,Mar,24,14,0,Monday,1,0,-1.63,271.52,0.28,0.0,75,Rain,light rain,5068,Heavy (>=5000)
2014-03-24 15:00:00,2014-03-24,2014,3,Mar,24,15,0,Monday,1,0,-1.22,271.93,0.25,0.0,75,Rain,light rain,5515,Heavy (>=5000)
2014-03-24 16:00:00,2014-03-24,2014,3,Mar,24,16,0,Monday,1,0,-1.22,271.93,0.25,0.0,75,Rain,light rain,6194,Heavy (>=5000)
2014-03-24 17:00:00,2014-03-24,2014,3,Mar,24,17,0,Monday,1,1,-1.56,271.59,0.0,0.0,75,Clouds,broken clouds,5878,Heavy (>=5000)
2014-03-24 18:00:00,2014-03-24,2014,3,Mar,24,18,0,Monday,1,1,-2.1,271.05,0.25,0.0,75,Rain,light rain,4022,Moderate (2000-4999)
2014-03-24 19:00:00,2014-03-24,2014,3,Mar,24,19,0,Monday,1,1,-3.14,270.01,0.25,0.0,75,Rain,light rain,3001,Moderate (2000-4999)
2014-03-24 20:00:00,2014-03-24,2014,3,Mar,24,20,0,Monday,1,0,-4.11,269.04,0.0,0.0,75,Clouds,broken clouds,2590,Moderate (2000-4999)
2014-03-24 21:00:00,2014-03-24,2014,3,Mar,24,21,0,Monday,1,0,-4.69,268.46,0.0,0.0,75,Clouds,broken clouds,2232,Moderate (2000-4999)
2014-03-24 22:00:00,2014-03-24,2014,3,Mar,24,22,0,Monday,1,0,-5.45,267.7,0.0,0.0,40,Clouds,scattered clouds,1420,Low (<2000)
2014-03-24 23:00:00,2014-03-24,2014,3,Mar,24,23,0,Monday,1,0,-5.47,267.68,0.0,0.0,40,Clouds,scattered clouds,881,Low (<2000)
2014-03-25 00:00:00,2014-03-25,2014,3,Mar,25,0,1,Tuesday,1,0,-5.29,267.86,0.0,0.0,75,Clouds,broken clouds,468,Low (<2000)
2014-03-25 01:00:00,2014-03-25,2014,3,Mar,25,1,1,Tuesday,1,0,-6.09,267.06,0.0,0.0,90,Clouds,overcast clouds,306,Low (<2000)
2014-03-25 02:00:00,2014-03-25,2014,3,Mar,25,2,1,Tuesday,1,0,-8.03,265.12,0.0,0.0,40,Clouds,scattered clouds,219,Low (<2000)
2014-03-25 03:00:00,2014-03-25,2014,3,Mar,25,3,1,Tuesday,1,0,-9.45,263.7,0.0,0.0,20,Clouds,few clouds,346,Low (<2000)
2014-03-25 04:00:00,2014-03-25,2014,3,Mar,25,4,1,Tuesday,1,0,-10.61,262.54,0.0,0.0,75,Clouds,broken clouds,800,Low (<2000)
2014-03-25 05:00:00,2014-03-25,2014,3,Mar,25,5,1,Tuesday,1,0,-11.16,261.99,0.0,0.0,75,Clouds,broken clouds,2666,Moderate (2000-4999)
2014-03-25 06:00:00,2014-03-25,2014,3,Mar,25,6,1,Tuesday,1,0,-12.18,260.97,0.0,0.0,20,Clouds,few clouds,5733,Heavy (>=5000)
2014-03-25 07:00:00,2014-03-25,2014,3,Mar,25,7,1,Tuesday,1,1,-12.52,260.63,0.0,0.0,1,Clear,sky is clear,6538,Heavy (>=5000)
2014-03-25 08:00:00,2014-03-25,2014,3,Mar,25,8,1,Tuesday,1,1,-12.24,260.91,0.0,0.0,1,Clear,sky is clear,5702,Heavy (>=5000)
2014-03-25 09:00:00,2014-03-25,2014,3,Mar,25,9,1,Tuesday,1,1,-11.38,261.77,0.0,0.0,20,Clouds,few clouds,5082,Heavy (>=5000)
2014-03-25 10:00:00,2014-03-25,2014,3,Mar,25,10,1,Tuesday,1,0,-10.16,262.99,0.0,0.0,20,Clouds,few clouds,4278,Moderate (2000-4999)
2014-03-25 11:00:00,2014-03-25,2014,3,Mar,25,11,1,Tuesday,1,0,-8.69,264.46,0.0,0.0,20,Clouds,few clouds,4737,Moderate (2000-4999)
2014-03-25 12:00:00,2014-03-25,2014,3,Mar,25,12,1,Tuesday,1,0,-7.5,265.65,0.0,0.0,40,Clouds,scattered clouds,4808,Moderate (2000-4999)
2014-03-25 13:00:00,2014-03-25,2014,3,Mar,25,13,1,Tuesday,1,0,-6.66,266.49,0.0,0.0,20,Clouds,few clouds,4766,Moderate (2000-4999)
2014-03-25 14:00:00,2014-03-25,2014,3,Mar,25,14,1,Tuesday,1,0,-5.75,267.4,0.0,0.0,40,Clouds,scattered clouds,5325,Heavy (>=5000)
2014-03-25 15:00:00,2014-03-25,2014,3,Mar,25,15,1,Tuesday,1,0,-5.44,267.71,0.0,0.0,75,Clouds,broken clouds,5960,Heavy (>=5000)
2014-03-25 16:00:00,2014-03-25,2014,3,Mar,25,16,1,Tuesday,1,0,-5.02,268.13,0.0,0.0,75,Clouds,broken clouds,6482,Heavy (>=5000)
2014-03-25 17:00:00,2014-03-25,2014,3,Mar,25,17,1,Tuesday,1,1,-5.11,268.04,0.25,0.0,90,Rain,light rain,6216,Heavy (>=5000)
2014-03-25 18:00:00,2014-03-25,2014,3,Mar,25,18,1,Tuesday,1,1,-5.2,267.95,0.0,0.0,90,Clouds,overcast clouds,4470,Moderate (2000-4999)
2014-03-25 19:00:00,2014-03-25,2014,3,Mar,25,19,1,Tuesday,1,1,-5.57,267.58,0.0,0.0,75,Clouds,broken clouds,3466,Moderate (2000-4999)
2014-03-25 20:00:00,2014-03-25,2014,3,Mar,25,20,1,Tuesday,1,0,-6.69,266.46,0.0,0.0,40,Clouds,scattered clouds,2808,Moderate (2000-4999)
2014-03-25 21:00:00,2014-03-25,2014,3,Mar,25,21,1,Tuesday,1,0,-7.97,265.18,0.0,0.0,20,Clouds,few clouds,2303,Moderate (2000-4999)
2014-03-25 22:00:00,2014-03-25,2014,3,Mar,25,22,1,Tuesday,1,0,-9.56,263.59,0.0,0.0,1,Clear,sky is clear,1824,Low (<2000)
2014-03-25 23:00:00,2014-03-25,2014,3,Mar,25,23,1,Tuesday,1,0,-10.36,262.79,0.0,0.0,1,Clear,sky is clear,1037,Low (<2000)
2014-03-26 00:00:00,2014-03-26,2014,3,Mar,26,0,2,Wednesday,1,0,-10.98,262.17,0.0,0.0,1,Clear,sky is clear,535,Low (<2000)
2014-03-26 01:00:00,2014-03-26,2014,3,Mar,26,1,2,Wednesday,1,0,-11.38,261.77,0.0,0.0,1,Clear,sky is clear,327,Low (<2000)
2014-03-26 02:00:00,2014-03-26,2014,3,Mar,26,2,2,Wednesday,1,0,-11.64,261.51,0.0,0.0,1,Clear,sky is clear,240,Low (<2000)
2014-03-26 03:00:00,2014-03-26,2014,3,Mar,26,3,2,Wednesday,1,0,-11.58,261.57,0.0,0.0,1,Clear,sky is clear,367,Low (<2000)
2014-03-26 04:00:00,2014-03-26,2014,3,Mar,26,4,2,Wednesday,1,0,-11.36,261.79,0.0,0.0,1,Clear,sky is clear,843,Low (<2000)
2014-03-26 05:00:00,2014-03-26,2014,3,Mar,26,5,2,Wednesday,1,0,-11.29,261.86,0.0,0.0,1,Clear,sky is clear,2686,Moderate (2000-4999)
2014-03-26 06:00:00,2014-03-26,2014,3,Mar,26,6,2,Wednesday,1,0,-10.48,262.67,0.0,0.0,75,Clouds,broken clouds,5705,Heavy (>=5000)
2014-03-26 07:00:00,2014-03-26,2014,3,Mar,26,7,2,Wednesday,1,1,-9.28,263.87,0.0,0.0,75,Clouds,broken clouds,6641,Heavy (>=5000)
2014-03-26 08:00:00,2014-03-26,2014,3,Mar,26,8,2,Wednesday,1,1,-8.0,265.15,0.0,0.0,90,Clouds,overcast clouds,5909,Heavy (>=5000)
2014-03-26 09:00:00,2014-03-26,2014,3,Mar,26,9,2,Wednesday,1,1,-6.57,266.58,0.0,0.0,90,Clouds,overcast clouds,4926,Moderate (2000-4999)
2014-03-26 10:00:00,2014-03-26,2014,3,Mar,26,10,2,Wednesday,1,0,-5.55,267.6,0.0,0.0,90,Clouds,overcast clouds,4397,Moderate (2000-4999)
2014-03-26 11:00:00,2014-03-26,2014,3,Mar,26,11,2,Wednesday,1,0,-2.84,270.31,0.0,0.0,75,Clouds,broken clouds,4681,Moderate (2000-4999)
2014-03-26 12:00:00,2014-03-26,2014,3,Mar,26,12,2,Wednesday,1,0,-0.25,272.9,0.0,0.0,75,Clouds,broken clouds,5007,Heavy (>=5000)
2014-03-26 13:00:00,2014-03-26,2014,3,Mar,26,13,2,Wednesday,1,0,1.03,274.18,0.0,0.0,75,Clouds,broken clouds,4857,Moderate (2000-4999)
2014-03-26 14:00:00,2014-03-26,2014,3,Mar,26,14,2,Wednesday,1,0,2.56,275.71,0.0,0.0,75,Clouds,broken clouds,5384,Heavy (>=5000)
2014-03-26 15:00:00,2014-03-26,2014,3,Mar,26,15,2,Wednesday,1,0,3.21,276.36,0.0,0.0,75,Clouds,broken clouds,5901,Heavy (>=5000)
2014-03-26 16:00:00,2014-03-26,2014,3,Mar,26,16,2,Wednesday,1,0,3.69,276.84,0.0,0.0,90,Clouds,overcast clouds,6470,Heavy (>=5000)
2014-03-26 17:00:00,2014-03-26,2014,3,Mar,26,17,2,Wednesday,1,1,4.19,277.34,0.0,0.0,90,Clouds,overcast clouds,6299,Heavy (>=5000)
2014-03-26 18:00:00,2014-03-26,2014,3,Mar,26,18,2,Wednesday,1,1,4.26,277.41,0.0,0.0,90,Clouds,overcast clouds,4715,Moderate (2000-4999)
2014-03-26 19:00:00,2014-03-26,2014,3,Mar,26,19,2,Wednesday,1,1,3.67,276.82,0.0,0.0,90,Clouds,overcast clouds,3245,Moderate (2000-4999)
2014-03-26 20:00:00,2014-03-26,2014,3,Mar,26,20,2,Wednesday,1,0,3.17,276.32,0.0,0.0,75,Clouds,broken clouds,3192,Moderate (2000-4999)
2014-03-26 21:00:00,2014-03-26,2014,3,Mar,26,21,2,Wednesday,1,0,2.88,276.03,0.0,0.0,90,Clouds,overcast clouds,4486,Moderate (2000-4999)
2014-03-26 22:00:00,2014-03-26,2014,3,Mar,26,22,2,Wednesday,1,0,3.43,276.58,0.0,0.0,90,Clouds,overcast clouds,2168,Moderate (2000-4999)
2014-03-26 23:00:00,2014-03-26,2014,3,Mar,26,23,2,Wednesday,1,0,3.92,277.07,0.0,0.0,90,Clouds,overcast clouds,1298,Low (<2000)
2014-03-27 00:00:00,2014-03-27,2014,3,Mar,27,0,3,Thursday,1,0,4.22,277.37,0.0,0.0,90,Clouds,overcast clouds,696,Low (<2000)
2014-03-27 01:00:00,2014-03-27,2014,3,Mar,27,1,3,Thursday,1,0,4.39,277.54,0.0,0.0,90,Clouds,overcast clouds,342,Low (<2000)
2014-03-27 02:00:00,2014-03-27,2014,3,Mar,27,2,3,Thursday,1,0,4.2,277.35,0.0,0.0,90,Clouds,overcast clouds,237,Low (<2000)
2014-03-27 03:00:00,2014-03-27,2014,3,Mar,27,3,3,Thursday,1,0,3.91,277.06,0.0,0.0,90,Clouds,overcast clouds,339,Low (<2000)
2014-03-27 04:00:00,2014-03-27,2014,3,Mar,27,4,3,Thursday,1,0,3.57,276.72,0.0,0.0,90,Clouds,overcast clouds,834,Low (<2000)
2014-03-27 05:00:00,2014-03-27,2014,3,Mar,27,5,3,Thursday,1,0,3.52,276.67,0.25,0.0,90,Rain,light rain,2693,Moderate (2000-4999)
2014-03-27 06:00:00,2014-03-27,2014,3,Mar,27,6,3,Thursday,1,0,3.55,276.7,0.25,0.0,90,Rain,light rain,5217,Heavy (>=5000)
2014-03-27 07:00:00,2014-03-27,2014,3,Mar,27,7,3,Thursday,1,1,3.43,276.58,0.25,0.0,90,Rain,light rain,6218,Heavy (>=5000)
2014-03-27 08:00:00,2014-03-27,2014,3,Mar,27,8,3,Thursday,1,1,3.3,276.45,0.25,0.0,90,Rain,light rain,5646,Heavy (>=5000)
2014-03-27 09:00:00,2014-03-27,2014,3,Mar,27,9,3,Thursday,1,1,3.3,276.45,0.26,0.0,90,Rain,light rain,5480,Heavy (>=5000)
2014-03-27 10:00:00,2014-03-27,2014,3,Mar,27,10,3,Thursday,1,0,3.24,276.39,0.28,0.0,90,Rain,light rain,4360,Moderate (2000-4999)
2014-03-27 11:00:00,2014-03-27,2014,3,Mar,27,11,3,Thursday,1,0,3.32,276.47,0.28,0.0,90,Rain,light rain,4656,Moderate (2000-4999)
2014-03-27 12:00:00,2014-03-27,2014,3,Mar,27,12,3,Thursday,1,0,3.32,276.47,0.44,0.0,90,Rain,light rain,5092,Heavy (>=5000)
2014-03-27 13:00:00,2014-03-27,2014,3,Mar,27,13,3,Thursday,1,0,3.28,276.43,0.94,0.0,90,Rain,light rain,5078,Heavy (>=5000)
2014-03-27 14:00:00,2014-03-27,2014,3,Mar,27,14,3,Thursday,1,0,3.21,276.36,2.05,0.0,90,Rain,moderate rain,5295,Heavy (>=5000)
2014-03-27 15:00:00,2014-03-27,2014,3,Mar,27,15,3,Thursday,1,0,2.65,275.8,1.87,0.0,90,Rain,moderate rain,5713,Heavy (>=5000)
2014-03-27 16:00:00,2014-03-27,2014,3,Mar,27,16,3,Thursday,1,0,1.42,274.57,1.14,0.0,90,Rain,moderate rain,6060,Heavy (>=5000)
2014-03-27 17:00:00,2014-03-27,2014,3,Mar,27,17,3,Thursday,1,1,0.8,273.95,0.59,0.0,90,Rain,light rain,5661,Heavy (>=5000)
2014-03-27 18:00:00,2014-03-27,2014,3,Mar,27,18,3,Thursday,1,1,0.74,273.89,0.52,0.0,90,Rain,light rain,4491,Moderate (2000-4999)
2014-03-27 19:00:00,2014-03-27,2014,3,Mar,27,19,3,Thursday,1,1,0.7,273.85,0.71,0.0,90,Rain,light rain,3020,Moderate (2000-4999)
2014-03-27 20:00:00,2014-03-27,2014,3,Mar,27,20,3,Thursday,1,0,0.36,273.51,0.36,0.0,90,Rain,light rain,2712,Moderate (2000-4999)
2014-03-27 21:00:00,2014-03-27,2014,3,Mar,27,21,3,Thursday,1,0,0.13,273.28,0.32,0.0,90,Rain,light rain,2497,Moderate (2000-4999)
2014-03-27 22:00:00,2014-03-27,2014,3,Mar,27,22,3,Thursday,1,0,-0.28,272.87,0.25,0.0,90,Rain,light rain,1925,Low (<2000)
2014-03-27 23:00:00,2014-03-27,2014,3,Mar,27,23,3,Thursday,1,0,-0.47,272.68,0.25,0.0,90,Rain,light rain,1074,Low (<2000)
2014-03-28 00:00:00,2014-03-28,2014,3,Mar,28,0,4,Friday,1,0,-0.63,272.52,0.0,0.0,90,Clouds,overcast clouds,582,Low (<2000)
2014-03-28 01:00:00,2014-03-28,2014,3,Mar,28,1,4,Friday,1,0,-0.69,272.46,0.0,0.0,90,Clouds,overcast clouds,376,Low (<2000)
2014-03-28 02:00:00,2014-03-28,2014,3,Mar,28,2,4,Friday,1,0,-0.76,272.39,0.0,0.0,90,Clouds,overcast clouds,286,Low (<2000)
2014-03-28 03:00:00,2014-03-28,2014,3,Mar,28,3,4,Friday,1,0,-0.83,272.32,0.0,0.0,90,Clouds,overcast clouds,429,Low (<2000)
2014-03-28 04:00:00,2014-03-28,2014,3,Mar,28,4,4,Friday,1,0,-1.13,272.02,0.3,0.0,90,Rain,light rain,799,Low (<2000)
2014-03-28 05:00:00,2014-03-28,2014,3,Mar,28,5,4,Friday,1,0,-1.35,271.8,0.0,0.0,90,Clouds,overcast clouds,2532,Moderate (2000-4999)
2014-03-28 06:00:00,2014-03-28,2014,3,Mar,28,6,4,Friday,1,0,-1.91,271.24,0.0,0.0,90,Clouds,overcast clouds,5471,Heavy (>=5000)
2014-03-28 07:00:00,2014-03-28,2014,3,Mar,28,7,4,Friday,1,1,-2.74,270.41,0.0,0.0,40,Clouds,scattered clouds,6342,Heavy (>=5000)
2014-03-28 08:00:00,2014-03-28,2014,3,Mar,28,8,4,Friday,1,1,-2.87,270.28,0.0,0.0,75,Clouds,broken clouds,5889,Heavy (>=5000)
2014-03-28 09:00:00,2014-03-28,2014,3,Mar,28,9,4,Friday,1,1,-2.25,270.9,0.25,0.0,40,Rain,light rain,5116,Heavy (>=5000)
2014-03-28 10:00:00,2014-03-28,2014,3,Mar,28,10,4,Friday,1,0,-1.04,272.11,0.44,0.0,20,Rain,light rain,4774,Moderate (2000-4999)
2014-03-28 11:00:00,2014-03-28,2014,3,Mar,28,11,4,Friday,1,0,0.12,273.27,0.58,0.0,20,Rain,light rain,5146,Heavy (>=5000)
2014-03-28 12:00:00,2014-03-28,2014,3,Mar,28,12,4,Friday,1,0,1.31,274.46,0.68,0.0,75,Rain,light rain,5638,Heavy (>=5000)
