date_val,record_count,avg_traffic_volume,total_traffic_volume,min_traffic_volume,max_traffic_volume
2014-07-08,23,3737.26,85957,318,6705
2014-07-09,24,3917.42,94018,304,6817
2014-07-10,24,3924.13,94179,404,6766
2014-07-11,35,3908.2,136787,434,6558
2014-07-12,37,2976.35,110125,487,4578
2014-07-13,24,2606.92,62566,353,4833
2014-07-14,23,3527.91,81142,333,6763
2014-07-15,24,3835.58,92054,336,7090
2014-07-16,24,3862.42,92698,350,6852
2014-07-17,24,3919.08,94058,333,6665
2014-07-18,24,3907.25,93774,381,6338
2014-07-19,24,2997.38,71937,498,4946
2014-07-20,24,2629.54,63109,384,4682
2014-07-21,24,3705.54,88933,380,6741
2014-07-22,24,3811.08,91466,334,6865
2014-07-23,24,3891.17,93388,341,6609
2014-07-24,3,519.33,1558,349,698
2014-07-25,29,3791.79,109962,430,6571
2014-07-26,24,2934.75,70434,460,4798
2014-07-27,16,2506.38,40102,376,4468
2014-07-30,15,4729.0,70935,1330,6537
2014-07-31,23,4201.48,96634,330,6739
2014-08-01,23,4094.83,94181,380,6479
2014-08-02,7,1041.14,7288,736,1372
2014-08-03,13,3746.38,48703,1195,4741
2014-08-04,22,4275.73,94066,479,6596
2014-08-05,26,3643.92,94742,346,6886
2014-08-06,29,3841.28,111397,359,6688
2014-08-07,14,3331.21,46637,381,6731
2014-08-08,2,682.0,1364,516,848
2015-06-11,1,2886.0,2886,2886,2886
2015-06-12,3,3591.33,10774,3095,4380
2015-06-13,2,2545.5,5091,2051,3040
2015-06-14,1,2909.0,2909,2909,2909
2015-06-19,1,4681.0,4681,4681,4681
2015-06-20,1,4045.0,4045,4045,4045
2015-06-22,2,2578.5,5157,742,4415
2015-06-24,16,4169.5,66712,923,6393
2015-06-25,13,3418.31,44438,334,6277
2015-06-26,23,3676.48,84559,384,6002
2015-06-27,26,2645.62,68786,452,4395
2015-06-28,33,2331.85,76951,330,4571
2015-06-29,39,3405.49,132814,326,6495
2015-06-30,25,3726.4,93160,327,6383
2015-07-01,23,3569.78,82105,347,6261
2015-07-02,24,3584.79,86035,356,5933
2015-07-03,24,2681.92,64366,359,4380
2015-07-04,39,1767.1,68917,341,3493
2015-07-05,26,2254.27,58611,293,4057
2015-07-06,64,3532.59,226086,319,6006
2015-07-07,24,3511.08,84266,283,6368
2015-07-08,24,3650.83,87620,286,6234
2015-07-09,24,3728.67,89488,343,6518
2015-07-10,24,3659.08,87818,379,6030
2015-07-11,26,2750.81,71521,436,4826
2015-07-12,25,2242.8,56070,359,4366
2015-07-13,29,2911.17,84424,295,6073
2015-07-14,24,3496.67,83920,325,6444
2015-07-15,25,3512.84,87821,356,6429
2015-07-16,45,4022.73,181023,351,6133
2015-07-17,27,3583.7,96760,340,6060
2015-07-18,31,2326.84,72132,435,4583
2015-07-19,24,2686.79,64483,342,4929
2015-07-20,24,3478.0,83472,316,6247
2015-07-21,24,3588.71,86129,267,6071
2015-07-22,24,3615.25,86766,312,6279
2015-07-23,24,3621.58,86918,349,6256
2015-07-24,34,3633.79,123549,65,6023
2015-07-25,26,1611.31,41894,1,3410
2015-07-26,26,2032.65,52849,258,3892
2015-07-27,24,3413.63,81927,305,5868
2015-07-28,29,3720.17,107885,317,6622
2015-07-29,23,3382.78,77804,305,6177
2015-07-30,23,3743.7,86105,342,6462
2015-07-31,24,3804.79,91315,376,6132
2015-08-01,24,2407.04,57769,397,3926
2015-08-02,24,2322.25,55734,300,3959
2015-08-03,24,3514.42,84346,315,6278
2015-08-04,24,3581.08,85946,293,6269
2015-08-05,24,3795.96,91103,308,6501
2015-08-06,33,3656.52,120665,357,6352
2015-08-07,30,3311.6,99348,354,6093
2015-08-08,26,2818.42,73279,446,4540
2015-08-09,32,2608.69,83478,360,4735
2015-08-10,26,3320.54,86334,321,6215
2015-08-11,24,3570.0,85680,283,6490
2015-08-12,24,3792.63,91023,323,6409
2015-08-13,27,3412.63,92141,322,6349
2015-08-14,25,3625.76,90644,348,5852
2015-08-15,26,2758.65,71725,400,4898
2015-08-16,36,2586.03,93097,308,4453
2015-08-17,26,3231.46,84018,277,6376
2015-08-18,46,3811.13,175312,270,6649
2015-08-19,54,3844.72,207615,307,6440
2015-08-20,24,3805.75,91338,281,6519
2015-08-21,24,3724.5,89388,356,6237
2015-08-22,34,2907.0,98838,423,4738
2015-08-23,27,2353.63,63548,285,4532
2015-08-24,24,3543.29,85039,268,6463
2015-08-25,23,3783.48,87020,293,6620
2015-08-26,25,3719.32,92983,297,6563
2015-08-27,24,3843.63,92247,257,6719
2015-08-28,25,3954.16,98854,351,6412
2015-08-29,22,2631.18,57886,388,5024
2015-08-30,26,2566.92,66740,303,5042
2015-08-31,27,3585.11,96798,255,6488
2015-09-01,12,3624.25,43491,383,6685
2015-09-02,33,4391.42,144917,325,6526
2015-09-03,33,3727.21,122998,311,6518
2015-09-04,24,3794.71,91073,352,6243
2015-09-05,28,2768.5,77518,439,4623
2015-09-06,37,2219.89,82136,355,4579
2015-09-07,24,2430.29,58327,255,4660
2015-09-08,29,3466.0,100514,253,6740
2015-09-09,31,3282.0,101742,260,6856
2015-09-10,38,3527.08,134029,297,6606
2015-09-11,24,3659.5,87828,310,6262
2015-09-12,31,1701.13,52735,196,3248
2015-09-13,24,2342.33,56216,257,3949
2015-09-14,23,3694.04,84963,246,6579
2015-09-15,24,3793.42,91042,257,6749
2015-09-16,29,2960.03,85841,278,6777
2015-09-17,49,4035.67,197748,255,6550
2015-09-18,34,3817.35,129790,347,6180
2015-09-19,25,2982.64,74566,383,4825
2015-09-20,23,2666.0,61318,367,4270
2015-09-21,21,3648.43,76617,235,6772
2015-09-22,21,3459.43,72648,255,6790
2015-09-23,38,3558.84,135236,257,6567
2015-09-24,50,3961.16,198058,384,6454
2015-09-25,18,3646.11,65630,392,6448
2015-09-26,18,2366.33,42594,432,4455
2015-09-27,21,2498.1,52460,336,4782
2015-09-28,23,3898.04,89655,315,6558
2015-09-29,21,3476.76,73012,258,6682
2015-09-30,21,3717.1,78059,273,6457
2015-10-01,20,3540.55,70811,298,6258
2015-10-02,20,3686.15,73723,381,6418
2015-10-03,21,3054.67,64148,368,5542
2015-10-04,21,2724.24,57209,338,6013
2015-10-05,21,3612.0,75852,258,6470
2015-10-06,20,3541.1,70822,268,6557
2015-10-07,27,3505.3,94643,252,6304
2015-10-08,35,3698.89,129461,282,6312
2015-10-09,16,3473.13,55570,331,6200
2015-10-10,20,2236.95,44739,268,3688
2015-10-11,23,1723.83,39648,215,2855
2015-10-12,28,3747.04,104917,210,6241
2015-10-13,25,3483.16,87079,251,6465
2015-10-14,15,3115.6,46734,300,6401
2015-10-15,21,3990.81,83807,265,6431
2015-10-16,9,3500.22,31502,369,5307
2015-10-17,11,2416.82,26585,360,4378
2015-10-18,17,2078.06,35327,332,4394
2015-10-19,19,3264.79,62031,256,6414
2015-10-20,13,3891.85,50594,957,6192
2015-10-21,20,3921.25,78425,327,6378
2015-10-22,20,3769.65,75393,261,6464
2015-10-23,15,3070.73,46061,346,5776
2015-10-27,14,3713.14,51984,1042,6324
2015-10-28,41,3594.68,147382,339,5848
2015-10-29,22,3368.41,74105,229,6320
2015-10-30,14,3750.5,52507,306,6158
2015-10-31,23,2711.96,62375,411,5488
2015-11-01,13,2306.0,29978,314,4628
2015-11-02,13,3543.31,46063,288,6532
2015-11-03,16,3553.44,56855,229,6548
2015-11-04,15,3889.67,58345,336,6670
2015-11-05,14,4066.29,56928,358,6743
2015-11-06,13,3943.85,51270,381,6809
2015-11-07,13,2827.46,36757,376,4680
2015-11-08,13,2271.31,29527,304,4235
2015-11-09,14,3216.29,45028,299,6514
2015-11-10,13,3665.0,47645,303,6517
2015-11-11,24,2993.5,71844,355,6049
2015-11-12,20,2949.05,58981,253,6794
2015-11-13,13,3380.62,43948,257,6235
2015-11-14,14,3012.07,42169,425,5322
2015-11-15,17,2159.06,36704,304,4727
2015-11-16,20,3279.6,65592,237,6089
2015-11-17,34,3633.38,123535,273,6368
2015-11-18,25,3421.36,85534,292,6341
2015-11-19,17,2795.47,47523,271,6557
2015-11-20,14,3380.93,47333,328,6574
2015-11-21,13,3145.46,40891,385,4790
2015-11-22,14,2341.79,32785,299,4923
2015-11-23,13,3446.31,44802,274,6157
2015-11-24,14,3350.0,46900,337,6709
2015-11-25,13,3450.08,44851,329,5966
2015-11-26,22,2016.64,44366,272,3232
2015-11-27,13,2716.85,35319,287,4804
2015-11-28,14,2810.21,39343,303,5002
2015-11-29,13,2560.85,33291,298,5228
2015-11-30,24,3031.83,72764,260,5147
2015-12-01,23,3221.13,74086,275,6376
2015-12-02,19,3263.63,62009,285,6401
2015-12-03,12,3792.0,45504,342,6690
2015-12-04,13,3879.85,50438,302,6452
2015-12-05,13,3030.38,39395,420,5264
2015-12-06,20,2482.95,49659,353,4233
2015-12-07,16,2781.0,44496,318,6464
2015-12-08,18,3826.28,68873,290,6550
2015-12-09,18,2939.06,52903,262,6893
2015-12-10,16,3996.13,63938,287,6614
2015-12-11,14,3839.07,53747,331,6555
2015-12-12,17,3093.29,52586,412,5130
2015-12-13,23,2290.74,52687,289,4440
2015-12-14,23,3961.17,91107,311,5739
2015-12-15,17,4143.24,70435,281,6054
2015-12-16,36,3767.94,135646,269,6450
2015-12-17,14,3894.5,54523,301,6209
2015-12-18,13,3794.08,49323,350,6057
2015-12-19,15,2774.73,41621,397,4897
2015-12-20,18,2200.78,39614,309,4497
2015-12-21,15,3256.07,48841,272,6356
2015-12-22,13,3828.77,49774,434,6310
2015-12-23,24,4083.71,98009,369,5222
2015-12-24,14,2600.64,36409,374,4812
2015-12-25,20,1559.25,31185,171,3015
2015-12-26,27,1478.15,39910,270,3759
2015-12-27,19,2256.89,42881,285,4699
2015-12-28,21,2666.95,56006,301,5565
2015-12-29,29,2360.17,68445,363,5056
2015-12-30,17,3227.47,54867,356,6091
2015-12-31,26,3560.23,92566,358,5747
2016-01-01,19,1815.21,34489,533,3498
2016-01-02,18,2278.78,41018,378,4513
2016-01-03,13,2202.15,28628,606,4369
2016-01-04,21,3899.57,81891,270,6234
2016-01-05,17,3595.29,61120,309,6525
2016-01-06,22,3093.64,68060,426,6716
2016-01-07,32,3209.34,102699,315,6438
2016-01-08,33,3017.3,99571,359,5982
2016-01-09,16,2877.88,46046,273,4984
2016-01-10,15,2315.93,34739,273,3973
2016-01-11,23,2918.7,67130,269,5540
2016-01-12,16,2976.81,47629,326,6062
2016-01-13,16,3210.94,51375,486,6636
2016-01-14,21,3793.14,79656,351,6713
2016-01-15,19,3233.21,61431,481,6483
2016-01-16,18,2848.39,51271,688,4636
2016-01-17,17,2006.06,34103,343,3954
2016-01-18,14,3087.07,43219,263,4883
2016-01-19,13,3502.54,45533,520,6735
2016-01-20,27,3613.41,97562,254,6494
2016-01-21,30,3769.57,113087,319,6708
2016-01-22,15,3897.33,58460,585,6630
2016-01-23,16,2902.88,46446,440,4894
2016-01-24,23,2557.13,58814,440,4166
2016-01-25,28,3732.57,104512,260,6309
2016-01-26,15,3291.6,49374,279,6600
2016-01-27,16,3359.88,53758,274,6649
2016-01-28,18,3646.22,65632,347,6583
2016-01-29,23,3570.78,82128,286,6536
2016-01-30,12,2733.42,32801,408,5145
2016-01-31,17,2287.0,38879,401,4929
2016-02-01,26,3950.27,102707,312,6323
2016-02-02,29,2463.48,71441,315,6622
2016-02-03,26,2540.31,66048,217,5814
2016-02-04,22,3436.91,75612,300,6158
2016-02-05,31,3854.9,119502,323,6824
2016-02-06,31,2748.06,85190,408,5533
2016-02-07,30,2296.33,68890,401,4548
2016-02-08,32,3667.38,117356,231,6377
2016-02-09,22,3793.68,83461,425,6778
2016-02-10,18,3371.17,60681,337,6820
2016-02-11,19,3443.21,65421,283,6764
2016-02-12,18,3878.94,69821,365,6570
2016-02-13,20,2721.55,54431,408,5190
2016-02-14,23,2264.83,52091,401,4842
2016-02-15,23,3098.83,71273,427,5307
2016-02-16,28,2853.46,79897,325,6246
2016-02-17,18,3051.5,54927,267,6898
2016-02-18,14,3495.71,48940,266,6788
2016-02-19,20,4216.75,84335,344,6501
2016-02-20,14,3085.79,43201,421,5775
2016-02-21,15,2564.2,38463,307,5427
2016-02-22,18,3214.83,57867,264,6744
2016-02-23,32,3997.22,127911,266,6308
2016-02-24,15,3100.07,46501,341,6437
2016-02-25,16,3893.0,62288,284,7118
2016-02-26,15,3795.0,56925,373,6641
2016-02-27,14,2969.0,41566,377,5167
2016-02-28,14,2778.14,38894,394,5169
2016-02-29,13,3670.92,47722,270,6775
2016-03-01,14,3871.57,54202,453,6190
2016-03-02,13,3482.77,45276,454,6599
2016-03-03,11,3975.18,43727,306,6836
2016-03-04,19,4238.74,80536,367,6677
2016-03-05,13,2979.92,38739,400,5265
2016-03-06,15,2208.93,33134,302,4465
2016-03-07,16,3848.31,61573,351,6860
2016-03-08,12,3666.83,44002,248,6953
2016-03-09,20,3972.35,79447,279,6843
2016-03-10,14,3753.86,52554,280,6823
2016-03-11,15,3843.8,57657,375,6690
2016-03-12,16,3265.0,52240,439,5506
2016-03-13,22,2284.41,50257,451,4647
2016-03-14,34,3186.26,108333,351,6372
2016-03-15,34,3979.29,135296,335,6503
2016-03-16,22,3287.95,72335,245,6976
2016-03-17,29,3309.69,95981,267,6694
2016-03-18,24,3488.88,83733,290,6218
2016-03-19,23,2493.96,57361,360,6371
2016-03-20,14,2721.14,38096,606,4760
2016-03-21,18,3294.0,59292,304,6536
2016-03-22,16,3678.38,58854,288,6328
2016-03-23,23,3680.57,84653,349,6945
2016-03-24,16,3486.56,55785,262,6382
2016-03-25,18,3490.89,62836,357,5800
2016-03-26,26,2506.31,65164,484,4683
2016-03-27,29,1462.97,42426,240,4083
2016-03-28,19,3050.32,57956,266,6412
2016-03-29,17,3919.59,66633,333,7083
2016-03-30,27,3902.19,105359,299,6672
2016-03-31,19,4192.79,79663,279,6789
2016-04-01,18,4205.56,75700,378,6830
2016-04-02,16,3096.75,49548,452,5023
2016-04-03,14,2686.21,37607,452,4950
2016-04-04,17,3485.59,59255,285,6549
2016-04-05,26,4116.62,107032,280,6904
2016-04-06,26,3524.85,91646,292,6970
2016-04-07,32,4124.59,131987,260,6731
2016-04-08,27,3917.41,105770,365,6670
2016-04-09,21,2957.43,62106,368,5108
2016-04-10,18,2551.56,45928,368,4811
2016-04-11,17,3371.24,57311,269,6877
2016-04-12,17,3861.71,65649,257,6456
2016-04-13,21,3265.9,68584,378,7084
2016-04-14,22,4011.86,88261,360,6991
2016-04-15,21,3769.14,79152,323,6806
2016-04-16,22,3009.0,66198,405,5371
2016-04-17,20,2400.45,48009,390,4724
2016-04-18,25,3663.52,91588,299,6901
2016-04-19,34,3435.06,116792,267,6965
2016-04-20,38,3876.53,147308,275,7192
2016-04-21,41,3731.46,152990,327,7260
2016-04-22,21,3940.52,82751,418,7241
2016-04-23,21,2956.0,62076,405,5285
2016-04-24,60,2829.72,169783,390,5823
2016-04-25,49,3367.06,164986,264,6807
2016-04-26,16,3623.0,57968,252,7149
2016-04-27,14,3839.86,53758,327,7076
2016-04-28,47,3747.64,176139,275,6554
2016-04-29,30,3419.27,102578,357,6904
2016-04-30,24,3125.08,75002,405,5266
2016-05-01,24,2659.96,63839,390,5102
2016-05-02,24,3454.79,82915,123,6457
2016-05-03,24,3683.75,88410,281,6952
2016-05-04,24,3817.25,91614,774,6472
2016-05-05,24,3959.71,95033,323,7130
2016-05-06,24,3831.0,91944,382,6568
2016-05-07,33,2627.12,86695,367,4956
2016-05-08,24,2743.25,65838,367,4891
2016-05-09,32,3291.19,105318,264,6876
2016-05-10,46,3633.15,167125,213,6620
2016-05-11,48,3910.88,187722,263,6929
2016-05-12,30,3387.53,101626,278,6722
2016-05-13,32,4126.59,132051,303,6350
2016-05-14,24,2810.54,67453,411,4480
2016-05-15,24,2681.96,64367,411,5040
2016-05-16,23,3432.61,78950,285,6144
2016-05-17,24,3628.17,87076,258,6807
2016-05-18,24,3617.04,86809,302,6669
2016-05-19,24,3724.17,89380,287,6845
2016-05-20,24,3843.46,92243,330,6715
2016-05-21,24,3080.96,73943,875,5117
2016-05-22,24,2601.96,62447,326,4691
2016-05-23,29,3522.76,102160,339,6653
2016-05-24,27,3679.37,99343,314,6670
2016-05-25,29,3884.34,112646,323,6658
2016-05-26,32,3236.09,103555,301,6983
2016-05-27,38,4044.74,153700,327,6092
2016-05-28,45,2663.78,119870,644,4274
2016-05-29,31,2094.68,64935,379,3997
2016-05-30,32,1858.97,59487,293,4001
2016-05-31,28,3660.46,102493,357,6790
2016-06-01,23,3668.61,84378,321,6572
2016-06-02,24,3744.21,89861,291,6476
2016-06-03,32,4149.75,132792,504,6459
2016-06-04,32,3109.09,99491,477,5104
2016-06-05,24,2728.0,65472,364,4798
2016-06-06,25,3645.64,91141,320,6592
2016-06-07,24,3774.29,90583,297,6435
2016-06-08,24,3889.54,93349,350,6633
2016-06-09,24,3798.46,91163,313,6642
2016-06-10,24,3838.38,92121,369,6230
2016-06-11,24,2862.17,68692,445,4672
2016-06-12,24,2581.38,61953,372,4556
2016-06-13,24,3563.75,85530,269,6245
2016-06-14,24,3614.71,86753,301,6643
2016-06-15,24,3834.96,92039,366,6556
2016-06-16,24,3926.38,94233,335,6638
2016-06-17,24,3884.13,93219,407,6270
2016-06-18,24,3433.71,82409,606,5500
2016-06-19,24,3009.0,72216,472,5217
2016-06-20,24,3646.5,87516,323,6456
2016-06-21,24,3772.54,90541,320,6455
2016-06-22,24,3864.79,92755,345,6683
2016-06-23,24,3973.33,95360,425,6714
2016-06-24,26,3979.19,103459,486,6208
2016-06-25,25,2899.92,72498,493,4544
2016-06-26,24,2547.63,61143,385,4464
2016-06-27,24,3287.21,78893,304,6045
2016-06-28,24,3441.13,82587,316,5979
2016-06-29,24,3427.5,82260,297,6053
2016-06-30,25,3396.04,84901,313,5855
2016-07-01,24,3314.83,79556,381,5217
2016-07-02,24,2350.04,56401,373,3892
2016-07-03,24,2148.0,51552,419,3464
2016-07-04,24,1944.92,46678,270,3252
2016-07-05,35,3098.91,108462,319,5577
2016-07-06,28,3500.0,98000,288,5951
2016-07-07,28,3270.18,91565,335,6080
2016-07-08,24,3336.5,80076,305,5628
2016-07-09,29,1893.38,54908,1,4142
2016-07-10,33,2288.21,75511,508,4093
2016-07-11,25,3108.92,77723,291,5934
2016-07-12,26,3124.5,81237,249,6106
2016-07-13,24,3372.38,80937,271,6025
2016-07-14,24,3476.92,83446,282,6131
2016-07-15,24,3478.88,83493,316,5812
2016-07-16,24,2714.75,65154,426,4457
2016-07-17,24,2388.33,57320,292,4278
2016-07-18,24,3210.71,77057,319,5881
2016-07-19,24,3261.0,78264,287,5953
2016-07-20,24,3389.13,81339,315,6074
2016-07-21,29,3414.76,99028,279,6133
2016-07-22,30,2718.93,81568,10,5676
2016-07-23,35,192.94,6753,0,2497
2016-07-24,27,825.33,22284,3,2998
2016-07-25,24,3286.88,78885,329,5779
2016-07-26,24,3344.5,80268,278,6121
2016-07-27,35,3790.29,132660,341,6226
2016-07-28,24,3420.67,82096,284,6090
2016-07-29,24,3195.67,76696,359,5697
2016-07-30,24,2225.13,53403,230,4128
2016-07-31,24,2137.92,51310,196,4128
2016-08-01,24,3288.71,78929,296,5940
2016-08-02,24,3485.25,83646,424,6485
2016-08-03,28,3421.14,95792,432,6064
2016-08-04,24,3495.96,83903,470,6056
2016-08-05,24,3599.54,86389,583,5720
2016-08-06,24,3132.46,75179,642,4850
2016-08-07,24,2828.88,67893,541,4984
2016-08-08,24,3329.25,79902,440,5828
2016-08-09,24,3456.88,82965,440,6148
2016-08-10,24,3363.0,80712,443,6200
2016-08-11,24,3552.79,85267,442,6048
2016-08-12,24,3434.88,82437,436,6034
2016-08-13,24,2652.04,63649,294,4226
2016-08-14,24,2446.04,58705,294,4282
2016-08-15,24,3281.13,78747,270,5982
2016-08-16,24,3326.25,79830,271,5969
2016-08-17,24,3441.21,82589,392,6104
2016-08-18,24,3422.46,82139,314,6021
2016-08-19,24,3559.04,85417,526,6128
2016-08-20,29,2915.59,84552,400,4788
2016-08-21,24,2467.58,59222,435,4266
2016-08-22,24,3378.83,81092,389,6201
2016-08-23,33,2969.45,97992,322,6343
2016-08-24,34,2735.53,93008,250,6726
2016-08-25,24,3612.0,86688,322,6256
2016-08-26,25,3609.4,90235,327,5876
2016-08-27,40,3015.13,120605,408,4438
2016-08-28,44,2246.82,98860,383,4369
2016-08-29,30,3260.2,97806,295,6049
2016-08-30,31,2794.1,86617,225,6243
2016-08-31,28,3241.14,90752,9,6170
2016-09-01,21,3265.1,68567,2,6066
2016-09-02,24,3493.0,83832,336,5704
2016-09-03,24,2621.71,62921,360,4312
2016-09-04,26,2469.12,64197,360,4284
2016-09-05,40,1868.35,74734,250,4134
2016-09-06,47,3096.17,145520,249,6074
2016-09-07,33,3617.91,119391,1,6244
2016-09-08,24,3455.08,82922,1,6176
2016-09-09,30,3069.57,92087,277,6156
2016-09-10,25,3041.08,76027,585,4936
2016-09-11,24,2703.54,64885,519,4775
2016-09-12,26,3367.77,87562,248,6263
2016-09-13,25,3472.2,86805,250,6290
2016-09-14,24,3484.75,83634,252,6304
2016-09-15,31,3539.1,109712,255,6329
2016-09-16,27,3101.81,83749,257,6261
2016-09-17,24,2970.08,71282,391,4813
2016-09-18,22,2617.5,57585,391,5053
2016-09-19,24,3317.17,79612,354,6298
2016-09-20,23,3420.74,78677,391,6356
2016-09-21,23,3491.52,80305,239,6419
2016-09-22,24,3404.25,81702,218,6597
2016-09-23,24,3402.46,81659,262,6098
2016-09-24,24,2957.0,70968,448,4666
2016-09-25,24,2507.08,60170,375,4787
2016-09-26,24,3295.96,79103,392,6049
2016-09-27,24,3260.29,78247,221,6054
2016-09-28,24,3396.25,81510,237,6443
2016-09-29,24,3467.67,83224,253,6307
2016-09-30,24,3540.38,84969,281,6301
2016-10-01,24,2843.92,68254,448,4557
2016-10-02,24,2492.08,59810,380,4397
2016-10-03,24,3285.17,78844,264,6510
2016-10-04,24,3460.58,83054,557,6199
2016-10-05,24,3477.46,83459,243,6046
2016-10-06,24,3411.33,81872,274,6170
2016-10-07,23,3461.04,79604,264,6235
2016-10-08,24,3137.0,75288,371,4980
2016-10-09,23,2597.39,59740,384,4872
2016-10-10,23,3237.78,74469,261,6172
2016-10-11,24,3407.67,81784,477,6294
2016-10-12,24,3292.58,79022,230,6211
2016-10-13,24,3501.79,84043,233,6154
2016-10-14,23,3583.78,82427,373,6108
2016-10-15,21,2677.52,56228,391,4396
2016-10-16,22,2562.64,56378,413,4550
2016-10-17,24,3331.42,79954,239,6241
2016-10-18,24,3462.79,83107,310,6322
2016-10-19,22,3396.0,74712,403,6330
2016-10-20,19,3678.68,69895,486,6329
2016-10-21,23,3529.87,81187,344,5997
2016-10-22,23,2660.48,61191,447,5004
2016-10-23,24,2533.92,60814,447,4603
2016-10-24,24,3234.88,77637,315,6252
2016-10-25,24,3293.5,79044,232,6149
2016-10-26,24,3300.29,79207,223,6171
2016-10-27,24,3517.54,84421,245,6534
2016-10-28,24,3575.67,85816,342,6310
2016-10-29,24,2775.21,66605,580,4451
2016-10-30,24,2202.88,52869,325,4204
2016-10-31,24,3225.13,77403,255,6242
2016-11-01,24,3491.13,83787,252,6103
2016-11-02,25,3282.72,82068,276,6364
2016-11-03,25,3721.16,93029,443,6325
2016-11-04,26,3683.77,95778,309,6166
2016-11-05,25,2672.0,66800,331,4621
2016-11-06,25,2124.84,53121,194,4093
2016-11-07,24,3260.83,78260,217,6191
2016-11-08,24,3307.88,79389,238,6182
2016-11-09,25,3544.32,88608,346,6263
2016-11-10,24,3449.33,82784,419,6154
2016-11-11,24,3442.17,82612,306,5797
2016-11-12,24,2646.63,63519,336,4513
2016-11-13,24,2116.29,50791,336,4165
2016-11-14,25,3145.44,78636,275,6248
2016-11-15,37,2896.97,107188,242,6443
2016-11-16,27,3020.89,81564,255,6312
2016-11-17,24,3617.67,86824,258,6432
2016-11-18,56,3652.95,204565,346,5892
2016-11-19,24,2710.33,65048,505,4389
2016-11-20,24,2231.5,53556,505,4215
2016-11-21,24,3265.67,78376,256,6292
2016-11-22,52,3273.81,170238,256,5654
2016-11-23,51,3074.86,156818,257,5279
2016-11-24,42,2219.19,93206,262,2940
2016-11-25,30,2011.3,60339,300,4667
2016-11-26,38,1936.16,73574,300,4018
2016-11-27,55,2014.47,110796,300,4543
2016-11-28,51,2935.78,149725,240,6201
2016-11-29,39,2869.95,111928,233,6314
2016-11-30,61,3125.21,190638,274,5949
2016-12-01,29,3225.59,93542,257,6484
2016-12-02,24,3857.96,92591,321,6594
2016-12-03,25,3043.08,76077,402,5518
2016-12-04,38,2281.55,86699,296,4502
2016-12-05,30,3769.07,113072,261,6338
2016-12-06,23,3575.0,82225,284,6612
2016-12-07,26,3915.04,101791,273,6404
2016-12-08,28,3450.54,96615,420,6632
2016-12-09,27,4016.37,108442,322,6512
2016-12-10,31,2875.77,89149,365,5061
2016-12-11,52,1904.87,99053,318,3541
2016-12-12,38,3556.97,135165,380,5785
2016-12-13,24,3639.29,87343,386,6236
2016-12-14,30,3868.33,116050,369,6306
2016-12-15,24,3637.63,87303,274,6603
2016-12-16,39,2682.87,104632,314,5459
2016-12-17,40,1696.72,67869,317,4312
2016-12-18,23,1948.43,44814,277,3869
2016-12-19,25,3336.0,83400,254,5832
2016-12-20,24,3688.92,88534,316,6079
2016-12-21,24,3558.42,85402,333,6179
2016-12-22,24,3538.33,84920,308,6180
2016-12-23,42,3607.07,151497,339,4956
2016-12-24,35,2450.43,85765,465,3887
2016-12-25,61,1498.9,91433,113,2554
2016-12-26,27,2197.11,59322,431,3946
2016-12-27,24,3150.75,75618,266,5730
2016-12-28,24,3375.92,81022,408,6164
2016-12-29,24,3431.92,82366,435,5894
2016-12-30,24,3405.58,81734,473,5848
2016-12-31,24,2686.38,64473,499,4777
2017-01-01,24,2127.63,51063,500,3594
2017-01-02,42,2376.38,99808,363,3933
2017-01-03,31,2675.13,82929,400,6114
2017-01-04,25,3405.24,85131,249,6242
2017-01-05,31,2900.84,89926,366,6220
2017-01-06,26,3330.65,86597,357,6350
2017-01-07,24,2749.75,65994,565,5092
2017-01-08,24,2316.79,55603,565,4316
2017-01-09,33,3450.97,113882,473,6272
2017-01-10,37,3079.46,113940,255,5013
2017-01-11,31,2942.19,91208,264,5725
2017-01-12,26,3722.88,96795,279,6026
2017-01-13,24,3639.79,87355,280,6414
2017-01-14,24,2752.08,66050,561,4808
2017-01-15,28,2113.71,59184,510,4529
2017-01-16,40,2790.1,111604,369,4852
2017-01-17,45,3311.2,149004,216,6184
2017-01-18,36,3301.42,118851,394,6326
2017-01-19,44,3340.0,146960,433,6617
2017-01-20,57,3359.14,191471,325,6255
2017-01-21,62,2977.13,184582,388,6249
2017-01-22,39,1960.18,76447,388,4510
2017-01-23,43,3535.0,152005,260,6339
2017-01-24,25,3356.08,83902,241,6543
2017-01-25,29,3530.48,102384,469,6513
2017-01-26,24,3788.5,90924,266,6772
2017-01-27,24,3813.54,91525,312,6266
2017-01-28,24,3026.88,72645,394,5247
2017-01-29,24,2424.63,58191,294,4767
2017-01-30,41,2897.22,118786,227,6234
2017-01-31,39,2695.72,105133,234,6699
2017-02-01,24,3614.46,86747,270,6589
2017-02-02,24,3627.67,87064,259,6351
2017-02-03,24,3854.0,92496,367,6421
2017-02-04,24,3030.25,72726,482,5008
2017-02-05,24,2422.08,58130,482,4493
2017-02-06,24,3441.08,82586,256,6551
2017-02-07,37,3508.0,129796,257,6499
2017-02-08,24,3790.29,90967,387,6785
2017-02-09,24,3701.96,88847,292,6630
2017-02-10,24,3564.13,85539,303,6566
2017-02-11,28,2738.0,76664,265,5020
2017-02-12,29,2245.55,65121,265,5766
